,city,lat,lon,population
29271,Gudofredo Viana,-1.4028,-45.78,10635.0
29323,Benito Juárez,-37.6833,-59.8,10609.0
29340,Cajapió,-2.9667,-44.8,10593.0
29342,Pinto,-36.7,-71.9,10595.0
29348,Santa Teresinha,-12.7719,-39.5228,10586.0
29355,Lavínia,-21.1683,-51.0397,10590.0
29370,São Tiago,-20.9128,-44.5089,10561.0
29371,Bom Jesus da Serra,-14.3719,-40.5039,10554.0
29376,Montividiu,-17.4439,-51.175,10572.0
29380,Eugenópolis,-21.0989,-42.1869,10540.0
29384,Santa Maria de Itabira,-19.4489,-43.1128,10552.0
29386,Umarizal,-5.9908,-37.8139,10520.0
29394,Rialma,-15.315,-49.5839,10523.0
29401,Serra do Salitre,-19.1108,-46.69,10549.0
29403,Rosario,-34.3139,-57.3525,9311.0
29408,Frontera,-31.4278,-62.0619,10520.0
29410,Paricônia,-9.2539,-38.0058,10539.0
29417,Torotoro,-18.1339,-65.7628,10535.0
29422,Arceburgo,-21.3639,-46.94,10478.0
29433,Arraias,-12.9308,-46.9378,10534.0
29435,Dona Inês,-6.6178,-35.6319,10456.0
29442,Ibiassucê,-14.2589,-42.2569,10502.0
29455,Sangão,-28.6378,-49.1289,10400.0
29461,Maxaranguape,-5.5158,-35.2619,10441.0
29464,Matias Olímpio,-3.7158,-42.5558,10473.0
29465,Congonhal,-22.1528,-46.0389,10468.0
29468,Regidor,8.6664,-73.8222,10489.0
29482,Virginópolis,-18.8228,-42.7039,10484.0
29488,Natuba,-7.6408,-35.55,10450.0
29490,Nova Europa,-21.7783,-48.5608,10439.0
29491,Bom Repouso,-22.4708,-46.145,10457.0
29502,Florestópolis,-22.8628,-51.3869,10453.0
29505,Iramaia,-13.2858,-40.9508,10487.0
29530,Luís Alves,-26.7208,-48.9328,10438.0
29553,Irineópolis,-26.2389,-50.8,10448.0
29558,Santiago,-14.1892,-75.7126,10449.0
29568,Sucupira do Norte,-6.4769,-44.1919,10444.0
29569,Pôrto Firme,-20.6728,-43.0839,10417.0
29588,Conceição dos Ouros,-22.4128,-45.7978,10388.0
29597,Santa Fé,-23.0378,-51.805,10432.0
29598,São Gonçalo do Pará,-19.9828,-44.8589,10398.0
29609,Baraçlândia,-7.205,-47.7569,10424.0
29619,Roseira,-22.8978,-45.305,10344.0
29623,Corral de Bustos,-33.2833,-62.2,10407.0
29626,Pirapetinga,-21.6558,-42.3458,10364.0
29628,Planura,-20.1378,-48.7019,10384.0
29633,São José do Calçado,-21.025,-41.6539,10408.0
29647,Piraí do Norte,-13.7619,-39.3789,10360.0
29648,Gilbués,-9.8319,-45.3439,10402.0
29651,Leones,-32.6617,-62.2967,10391.0
29654,Jacinto Machado,-28.9969,-49.7639,10376.0
29655,Jaguaribara,-5.6578,-38.62,10399.0
29656,Cajobi,-20.88,-48.8089,10341.0
29660,Mercês,-21.1939,-43.3408,10368.0
29662,Lajes,-5.7,-36.245,10381.0
29667,Puerto Quijarro,-17.7796,-57.77,10392.0
29677,Peixe,-12.025,-48.5389,10384.0
29689,Fervedouro,-20.7258,-42.2789,10349.0
29701,São Domingos,-10.7908,-37.5678,10271.0
29702,Corumbá de Goiás,-15.9239,-48.8089,10361.0
29704,María Pinto,-33.5333,-71.1333,10343.0
29718,Benedito Novo,-26.7828,-49.3639,10336.0
29734,São Carlos,-27.0778,-53.0039,10291.0
29744,Conceição da Aparecida,-21.0939,-46.2039,10322.0
29747,Monsenhor Gil,-5.5639,-42.6078,10333.0
29750,Monte Alegre do Piauí,-9.7539,-45.3039,10345.0
29754,Iapu,-19.4369,-42.2178,10315.0
29760,Recreio,-21.525,-42.4689,10299.0
29761,Jordânia,-15.9,-40.1778,10324.0
29767,Normandia,3.8808,-59.6228,10339.0
29771,Paranã,-12.615,-47.8828,10338.0
29773,Cedral,-2.0,-44.5358,10297.0
29775,Lenguazaque,5.3069,-73.7117,10268.0
29776,Engenheiro Caldas,-19.2189,-42.0458,10280.0
29778,Santa Maria Madalena,-21.955,-42.0078,10321.0
29779,Roca Sales,-29.2839,-51.8678,10284.0
29780,Presidente Kennedy,-21.0989,-41.0469,10314.0
29787,Aperibé,-21.6208,-42.1028,10213.0
29800,Pedras de Maria da Cruz,-15.6069,-44.3908,10315.0
29805,São Geraldo,-20.9228,-42.8339,10263.0
29812,Campo Redondo,-6.2428,-36.1828,10266.0
29815,Urucânia,-20.3508,-42.7389,10291.0
29820,Terra Alta,-1.0378,-47.9078,10262.0
29822,Santa Terezinha de Goiás,-14.4378,-49.7058,10302.0
29833,Trajano de Morais,-22.0628,-42.0658,10289.0
29835,Potengi,-7.0908,-40.0269,10276.0
29841,Rio dos Cedros,-26.7378,-49.2739,10284.0
29842,Petrolina de Goiás,-16.095,-49.3378,10283.0
29848,Cêrro Grande,-30.59,-51.7389,10268.0
29854,Buenópolis,-17.8728,-44.18,10292.0
29856,Centralina,-18.5839,-49.1989,10266.0
29859,Lontras,-27.1658,-49.5419,10244.0
29861,Teixeira Soares,-25.3678,-50.4608,10283.0
29863,Groaíras,-3.9128,-40.3828,10228.0
29871,Angelim,-8.8833,-36.2833,10202.0
29872,Alvorada do Sul,-22.78,-51.2308,10283.0
29879,Miradouro,-20.8908,-42.3428,10251.0
29883,Caetanópolis,-19.295,-44.4189,10218.0
29888,Mondaí,-27.1028,-53.4019,10231.0
29890,São Romão,-16.3689,-45.0689,10276.0
29892,Paranacity,-22.93,-52.1508,10250.0
29893,Parnaguá,-10.2269,-44.6389,10276.0
29895,Guadalupe,-6.7869,-43.5689,10268.0
29899,Primavera,-0.9428,-47.1158,10268.0
29901,Piranhas,-16.4269,-51.8219,10272.0
29904,São Francisco,-5.1228,-47.3858,10261.0
29914,Caldera,-27.0667,-70.8167,10259.0
29918,Àrvorezinha,-28.8719,-52.175,10225.0
29921,São João d’Aliança,-14.7058,-47.525,10257.0
29922,Fontoura Xavier,-28.9828,-52.3458,10241.0
29925,Pires Ferreira,-4.2469,-40.645,10216.0
29926,Três Cachoeiras,-29.4558,-49.9239,10217.0
29929,Francisco Badaró,-16.9928,-42.3519,10248.0
29931,Lonquimay,-38.4333,-71.2333,10251.0
29934,Itapé,-14.8978,-39.4208,10228.0
29938,Martinópole,-3.2258,-40.6969,10214.0
29939,Mucugê,-13.005,-41.3708,10244.0
29947,Ronda Alta,-27.7669,-52.8019,10221.0
29952,Senhora dos Remédios,-21.0278,-43.5828,10196.0
29958,Charalá,6.2875,-73.1467,10211.0
29960,Caracol,-9.2789,-43.33,10212.0
29966,Pôrto Xavier,-27.9058,-55.1378,10194.0
29979,Redentora,-27.6639,-53.6378,10222.0
29980,Mariluz,-24.0019,-53.1458,10224.0
29985,Cumaru,-8.0058,-35.6969,10192.0
30004,Medina,4.5092,-73.3494,10205.0
30009,Lagoa da Confusão,-10.7939,-49.6239,10210.0
30013,Governador Archer,-5.0219,-44.2708,10205.0
30016,São João,-25.8278,-52.725,10181.0
30031,Itamogi,-21.0778,-47.0478,10157.0
30036,São Pedro do Ivaí,-23.865,-51.8558,10167.0
30056,Catanduvas,-25.2028,-53.1569,10167.0
30059,Caatiba,-14.9769,-40.4078,10166.0
30073,Novo Horizonte,-11.71,-62.0,10161.0
30078,Granada,6.1442,-75.1853,10117.0
30085,Cachoeira dos Índios,-6.9269,-38.6739,10114.0
30093,Canápolis,-13.07,-44.2019,10142.0
30094,Calçoene,2.4978,-50.9489,10163.0
30097,Caém,-11.1,-40.4333,10143.0
30111,Jucuruçu,-16.8428,-40.1589,10148.0
30123,Choele Choel,-39.2858,-65.6542,10146.0
30128,Salaverry,-8.22,-78.99,10066.0
30131,Rinópolis,-21.7258,-50.7219,10133.0
30151,Água Branca,-7.5119,-37.6408,10083.0
30156,Rio do Fogo,-5.2728,-35.3828,10059.0
30161,Ipupiara,-11.82,-42.6139,10113.0
30170,Satipo,-11.2542,-74.6367,10052.0
30174,Iretama,-24.4239,-52.1058,10098.0
30201,Maiquinique,-15.6208,-40.2658,10082.0
30209,Santa Teresa,-25.0519,-53.6328,10096.0
30214,Bela Vista de Minas,-19.83,-43.0908,10004.0
30232,Sinimbu,-29.5389,-52.5219,10068.0
30272,Pescaria Brava,-28.3833,-48.8833,9980.0
30273,Planalto,-27.3289,-53.0589,10019.0
30282,Guaraciaba,-26.5989,-53.5178,10026.0
30304,Roboré,-18.3295,-59.76,10036.0
30318,Suaita,6.1019,-73.4406,10006.0
30328,Caraíbas,-14.6,-41.335,10016.0
30337,Taltal,-25.4,-70.47,10018.0
30352,Uchoa,-20.9528,-49.175,9968.0
30361,Arauá,-11.2619,-37.62,9947.0
30381,Matias Cardoso,-14.855,-43.9219,9979.0
30383,Coronel Freitas,-26.9089,-52.7028,9940.0
30384,São Sebastião do Maranhão,-18.0839,-42.5708,9963.0
30385,Cristino Castro,-8.8178,-44.2239,9981.0
30401,Ventania,-24.2458,-50.2428,9957.0
30409,Imaruí,-28.3408,-48.82,9948.0
30412,Catunda,-4.6478,-40.2008,9952.0
30416,Itatiaiuçu,-20.1969,-44.4208,9928.0
30419,Coroaci,-18.6219,-42.2858,9943.0
30441,Terra de Areia,-29.585,-50.0708,9878.0
30450,Umburetama,-7.6958,-35.6639,9889.0
30474,Rubim,-16.375,-40.5378,9919.0
30483,Beneditinos,-5.455,-42.36,9911.0
30484,Vargem,-22.8889,-46.4139,9854.0
30495,Juru,-7.5369,-37.8189,9892.0
30501,Mirante,-14.2419,-40.7728,9902.0
30506,Margarita,9.1531,-74.2881,9876.0
30518,Lago Ranco,-40.3167,-72.5,9896.0
30523,Tenente Ananias,-6.465,-38.18,9883.0
30558,Torrinha,-22.4258,-48.1689,9846.0
30563,Norosí,8.5261,-74.0378,9850.0
30578,Quilombo,-26.7258,-52.7208,9829.0
30580,Sarapuí,-23.6408,-47.825,9836.0
30594,Mulungu,-7.0239,-35.4619,9840.0
30620,Guia Lopes da Laguna,-21.4578,-56.1139,9824.0
30624,Ninheira,-15.3208,-41.7539,9815.0
30634,Sairé,-8.3278,-35.7058,9764.0
30654,São Gonçalo do Rio Abaixo,-19.8258,-43.3619,9777.0
30660,Constantina,-27.735,-52.9919,9752.0
30665,Barracão,-26.2539,-53.6328,9735.0
30682,Alto Piquiri,-24.0278,-53.4408,9778.0
30688,Carnaubais,-5.3408,-36.8328,9762.0
30699,Caturama,-13.3289,-42.2908,9762.0
30724,Wagner,-12.2869,-41.1678,9731.0
30728,Cardeal da Silva,-11.9419,-37.9489,9747.0
30735,Puerto Nariño,-3.7703,-70.3831,9744.0
30751,San Pedro,-33.9,-71.4667,9726.0
30758,Punta del Este,-34.9786,-54.9331,9277.0
30796,Bujari,-9.8308,-67.9519,9664.0
30806,Ferros,-19.2319,-43.0228,9696.0
30855,Luís Gomes,-6.4139,-38.3889,9610.0
30876,Prudente de Morais,-19.4819,-44.155,9573.0
30887,Roncador,-24.6028,-52.275,9645.0
30896,Uracoa,8.9956,-62.3521,9625.0
30905,Manduri,-23.0033,-49.3219,9592.0
30926,Apiúna,-27.0358,-49.39,9600.0
30941,Santa María,-31.2611,-64.4639,9526.0
30951,Palmeira d’Oeste,-20.4158,-50.7619,9596.0
30990,Ouroeste,-20.0008,-50.3719,9564.0
30998,Catanduvas,-27.0708,-51.6619,9555.0
31007,Chita,6.1878,-72.4725,9542.0
31015,Ipuiúna,-22.0989,-46.19,9521.0
31039,Águia Branca,-18.9828,-40.74,9519.0
31063,Varre-Sai,-20.9308,-41.8689,9475.0
31077,Bom Jesus,-5.9839,-35.5808,9440.0
31101,Ananás,-6.3658,-48.0728,9492.0
31114,Triunfo,-6.5789,-38.5969,9447.0
31119,Lamarão,-11.7828,-38.9,9442.0
31125,Planaltino,-13.2589,-40.3689,9473.0
31126,Granada,4.5186,-74.3514,9253.0
31128,Esperantina,-5.3428,-48.5108,9476.0
31131,Santanópolis,-12.0169,-38.8669,9442.0
31134,Arenápolis,-14.45,-56.8458,9455.0
31138,Riachuelo,-10.7278,-37.1869,9355.0
31151,Grossos,-4.98,-37.155,9393.0
31162,Várzea do Poço,-11.5289,-40.32,9416.0
31171,São Domingos,-26.5578,-52.5319,9434.0
31182,Olho d’Água do Casado,-9.5,-37.8167,9441.0
31218,Castelli,-25.95,-60.6167,9421.0
31219,Alfredo Wagner,-27.7,-49.3339,9410.0
31221,Santa Maria,-24.9389,-51.8628,9410.0
31223,Montes Altos,-5.8308,-47.0669,9413.0
31226,Varzedo,-12.9708,-39.3939,9363.0
31263,Cavalcante,-13.7978,-47.4578,9392.0
31285,Igaratá,-23.2044,-46.1561,9349.0
31289,Açucena,-19.0728,-42.5458,9368.0
31310,Riacho dos Machados,-16.0058,-43.0489,9360.0
31332,Pesca,5.5589,-73.0503,9322.0
31345,Ariranha,-21.1878,-48.7869,9277.0
31352,Ipiranga do Piauí,-6.8278,-41.7408,9327.0
31375,Porangaba,-23.1758,-48.125,9299.0
31400,Dores de Campos,-21.1089,-44.0228,9299.0
31417,Igaratinga,-19.955,-44.7089,9264.0
31418,Paula Cândido,-20.8739,-42.98,9271.0
31420,Terra Nova,-8.23,-39.3758,9278.0
31421,Lo Miranda,-34.1957,-70.8891,9000.0
31446,Antônio Dias,-19.6528,-42.8719,9275.0
31447,Axixá do Tocantins,-5.6169,-47.7689,9275.0
31459,Herculândia,-22.0036,-50.3853,9278.0
31460,Juruaia,-21.2528,-46.5769,9238.0
31462,Pozo Almonte,-20.2597,-69.7862,9277.0
31486,Guararé,7.7667,-80.2833,9255.0
31488,Salto Grande,-22.8928,-49.9858,9223.0
31496,Dumont,-21.2364,-47.9733,9178.0
31525,Abaíra,-13.25,-41.6639,9226.0
31529,Rosário do Catete,-10.6958,-37.0308,9221.0
31536,Carneiros,-9.4828,-37.3769,9155.0
31623,Tibaná,5.3172,-73.3969,9186.0
31633,Piriápolis,-34.8661,-55.2747,8830.0
31644,Aratuípe,-13.0789,-39.0019,9127.0
31659,Sarandí del Yi,-33.3442,-55.6313,7176.0
31673,Verdejante,-7.9256,-38.9717,9142.0
31676,Coqueiral,-21.1889,-45.4408,9128.0
31682,Parque del Plata,-34.7667,-55.7167,7896.0
31685,Carbonita,-17.5269,-43.0158,9148.0
31706,San Zenón,9.245,-74.4992,9107.0
31709,Palmeiras,-12.5289,-41.5589,9130.0
31712,Terra Roxa,-20.7889,-48.33,9101.0
31713,Urânia,-20.2458,-50.6428,9135.0
31742,Rio Acima,-20.0878,-43.7889,9090.0
31745,Coronel Murta,-16.6189,-42.1819,9117.0
31746,Challapata,-18.9,-66.7667,9114.0
31751,Anísio de Abreu,-9.1889,-43.0458,9098.0
31761,Embalse,-32.1833,-64.4167,9107.0
31782,Paranaiguana,-18.9158,-50.6539,9100.0
31799,Rada Tilly,-45.9257,-67.5526,9098.0
31808,Pântano Grande,-30.1908,-52.3739,9083.0
31812,Pedrinhas,-11.1919,-37.6739,8833.0
31829,Silves,-2.8389,-58.2092,9081.0
31839,Caputira,-20.1719,-42.2708,9030.0
31855,Rafard,-23.0117,-47.5269,9004.0
31867,Buriti Alegre,-18.1439,-49.0439,9054.0
31881,Januário Cicco,-6.1578,-35.6008,9011.0
31893,São Jorge d’Oeste,-25.7058,-52.9178,9028.0
31897,Neves Paulista,-20.8458,-49.63,9008.0
31915,Maravilha,-9.2358,-37.35,9004.0
31920,Candeal,-11.8078,-39.1189,9011.0
31935,Sítio Novo de Goiás,-5.6008,-47.6378,8997.0
31959,Puerto Octay,-40.9667,-72.9,8999.0
31964,Natividade,-11.71,-47.7228,9000.0
31971,Rondon,-23.4108,-52.7608,8996.0
31983,Chamical,-30.3592,-66.3133,8989.0
32000,Divisópolis,-15.7258,-41.0,8974.0
32005,Guatapé,6.2325,-75.1586,8844.0
32009,Potiraguá,-15.595,-39.8769,8969.0
32010,Florânia,-6.1269,-36.8178,8959.0
32017,Capim Branco,-19.5489,-44.1169,8881.0
32018,Nuquí,5.7069,-77.2703,8958.0
32025,André Fernandes,-15.9658,-41.4978,8959.0
32026,Morpará,-11.5589,-43.2808,8967.0
32050,Itapiranga,-2.7489,-58.0219,8953.0
32058,Carmo do Rio Verde,-15.3539,-49.7078,8928.0
32070,Santa Rita de Caldas,-22.0289,-46.3369,8924.0
32071,Dourado,-22.1,-48.3178,8897.0
32075,Frei Inocêncio,-18.545,-41.9219,8920.0
32077,Paulo de Faria,-20.0308,-49.3828,8924.0
32079,San Ramón,-34.2914,-55.9542,7133.0
32097,Achacachi,-16.0444,-68.685,8857.0
32100,Araújos,-19.9478,-45.1658,8885.0
32108,São Sebastião do Alto,-21.9569,-42.135,8895.0
32116,Malhada de Pedras,-14.3878,-41.8789,8896.0
32118,Baía da Traição,-6.6878,-34.9358,8826.0
32147,Alvarado,4.5672,-74.9533,8873.0
32155,Brejão,-9.03,-36.5689,8844.0
32162,Ouriçangas,-12.0169,-38.6169,8839.0
32175,Rodelas,-8.8508,-38.7558,8887.0
32181,Palhano,-4.745,-37.9589,8866.0
32183,Anaurilândia,-22.1878,-52.7178,8885.0
32191,Nova Bassano,-28.7239,-51.705,8840.0
32206,Bojacá,4.7336,-74.3422,8788.0
32229,Lajedo do Tabocal,-13.475,-40.2239,8836.0
32231,São José da Bela Vista,-20.5928,-47.64,8823.0
32236,Jacareacanga,-6.2239,-57.7539,8852.0
32241,Cordeiros,-15.0389,-41.935,8834.0
32260,Marilândia do Sul,-23.745,-51.3078,8814.0
32276,San Jacinto,-34.5444,-55.8719,7000.0
32278,Bálsamo,-20.735,-49.5839,8773.0
32304,Serra Caiada,-6.1058,-35.7128,8768.0
32305,Guajeru,-14.5469,-41.94,8805.0
32306,Yacimiento Río Turbio,-51.5361,-72.3361,8814.0
32324,Cedral,-20.9028,-49.2678,8767.0
32339,Iles,0.9706,-77.5208,8701.0
32365,Zapatoca,6.815,-73.2683,8762.0
32378,Candiota,-31.5578,-53.6728,8771.0
32396,Jesús Nazareno,-32.9111,-68.79,6875.0
32429,Ibirapuã,-17.6878,-40.1089,8735.0
32430,Junín,4.7903,-73.6633,8720.0
32432,Santa Lúcia,-21.685,-48.0839,8687.0
32463,Barro Alto,-14.9683,-48.92,8716.0
32476,Catuípe,-28.25,-54.0119,8701.0
32483,Itapeva,-22.7678,-46.2208,8664.0
32522,São Miguel,-5.125,-35.6389,8670.0
32533,Santana do Manhuaçu,-20.1078,-41.925,8667.0
32547,Tangará,-27.105,-51.2469,8662.0
32550,Casca,-28.5608,-51.9778,8651.0
32562,Cordisburgo,-19.125,-44.3208,8667.0
32592,Reginópolis,-21.8878,-49.225,8640.0
32610,Virgínia,-22.3328,-45.0919,8623.0
32611,Dobrada,-21.5167,-48.3939,8592.0
32621,Usiacurí,10.7428,-74.9758,8561.0
32638,São Sebastião da Amoreira,-23.465,-50.7608,8626.0
32649,La Belleza,5.8575,-73.9656,8596.0
32654,Amapá,2.0528,-50.7928,8622.0
32689,Baía Formosa,-6.3689,-35.0078,8573.0
32690,Francisco Santos,-6.9928,-41.1378,8592.0
32693,Muzo,5.5297,-74.1044,8548.0
32697,Pratápolis,-20.745,-46.8608,8566.0
32711,Japurá,-23.47,-52.5528,8549.0
32713,Itauçu,-16.2008,-49.6078,8575.0
32715,Riacho dos Cavalos,-6.4428,-37.6508,8563.0
32723,Tanquinho,-11.9789,-39.1039,8553.0
32729,Jauru,-15.3419,-58.8658,8582.0
32740,Rio das Flores,-22.1678,-43.5858,8561.0
32741,Itamari,-13.7778,-39.6839,8514.0
32749,Tarrafas,-6.6839,-39.7608,8573.0
32791,Queimada Nova,-8.5789,-41.4189,8553.0
32799,Lanco,-39.4523,-72.7755,8521.0
32812,Itaquara,-13.4508,-39.9408,8519.0
32829,Tuneiras do Oeste,-23.8708,-52.8758,8533.0
32840,Santa Isabel do Ivaí,-23.0053,-53.1878,8523.0
32842,Guaraçaí,-21.0283,-51.2067,8525.0
32845,Nova Glória,-15.1428,-49.5708,8508.0
32880,Barra de São Miguel,-9.8333,-35.9,8401.0
32888,Barra do Sul,-26.4558,-48.6119,8430.0
32895,Japaratinga,-9.2544,-35.2578,8403.0
32904,Mina Clavero,-31.7239,-65.005,8487.0
32946,Araponga,-20.6669,-42.5208,8453.0
32947,Vera Cruz do Oeste,-25.0578,-53.8769,8454.0
32953,Elísio Medrado,-12.9458,-39.5219,8434.0
32959,Araguaçu,-12.9308,-49.8258,8467.0
32969,Estrêla d’Oeste,-20.2878,-50.4008,8462.0
32972,Orocué,4.7897,-71.3392,8460.0
32997,Serra dos Aimorés,-17.7828,-40.2478,8412.0
33004,São Vicente do Sul,-29.6919,-54.6789,8440.0
33026,Campo Erê,-26.3939,-53.0778,8418.0
33036,Lontra,-15.9073,-44.3038,8397.0
33037,Marcação,-6.77,-35.015,8361.0
33040,Bom Jardim de Goiás,-16.21,-52.1719,8423.0
33043,Entre Ijuís,-28.36,-54.2678,8411.0
33085,Pirambu,-10.7378,-36.8558,8369.0
33098,Redenção do Gurguéia,-9.4869,-44.5858,8400.0
33099,Aragoiânia,-16.9119,-49.4508,8365.0
33105,Puerres,0.8839,-77.5039,8384.0
33143,Ventanas,-32.7419,-71.4839,8314.0
33149,Alvorada,-12.48,-49.125,8374.0
33157,General Câmara,-29.905,-51.76,8361.0
33159,São Pedro dos Ferros,-20.17,-42.5239,8356.0
33168,Guiricema,-21.0078,-42.7178,8343.0
33169,Pocrane,-19.62,-41.6369,8359.0
33181,Macururé,-9.1678,-39.0578,8365.0
33185,Arealva,-22.0286,-48.9111,8351.0
33197,Ouro Verde,-21.4894,-51.7003,8330.0
33199,Marcelino Vieira,-6.2939,-38.1669,8336.0
33205,Figueira,-23.8489,-50.4028,8293.0
33217,Ilha das Flores,-10.4358,-36.54,8348.0
33244,Jóia,-28.6469,-54.1219,8331.0
33259,Nova Itarana,-13.0269,-40.0689,8312.0
33261,Aratoca,6.6956,-73.0175,8269.0
33289,Agudos do Sul,-25.9928,-49.335,8270.0
33311,San Francisco,4.9711,-74.2892,8304.0
33324,Destêrro,-7.2908,-37.0939,8253.0
33333,Congonhinhas,-23.5508,-50.5539,8279.0
33343,Aparecida,-6.7839,-38.0869,8263.0
33346,Uramita,6.8986,-76.1736,8253.0
33355,Monte Castelo,-26.4619,-50.2308,8269.0
33359,Guapuã,-20.3972,-47.4203,8260.0
33395,Ribeirão do Largo,-15.4589,-40.7389,8260.0
33396,Martins,-6.0878,-37.9108,8218.0
33397,Mataraca,-6.6008,-35.0508,8219.0
33403,Moengo,5.6167,-54.4,8252.0
33405,Morada Nova de Minas,-18.6039,-45.3569,8255.0
33416,Comendador Levy Gasparian,-22.0289,-43.205,8180.0
33425,Carneirinho,-19.6978,-50.6878,8248.0
33429,Pereiras,-23.0761,-47.9758,8213.0
33441,Pena Forte,-7.8289,-39.0769,8226.0
33467,Isaías Coelho,-7.7378,-41.6758,8221.0
33474,Nossa Senhora dos Remédios,-3.9789,-42.6208,8206.0
33486,Irapuru,-21.5708,-51.345,8187.0
33538,Capitólio,-20.615,-46.05,8183.0
33539,Monsenhor Paulo,-21.7578,-45.5408,8161.0
33542,Motavita,5.5772,-73.3672,8067.0
33547,Camutanga,-7.4069,-35.2739,8156.0
33548,Nova Veneza,-16.3708,-49.3228,8129.0
33569,Corumbaíba,-18.1419,-48.5619,8181.0
33576,São José do Cerrito,-27.6628,-50.58,8173.0
33577,Porto de Pedras,-9.1578,-35.295,8151.0
33578,Uribe,3.2408,-74.3536,8180.0
33579,Laprida,-37.5333,-60.8167,8178.0
33589,Itamarati,-6.425,-68.2528,8179.0
33590,Formoso,-14.9469,-46.2319,8177.0
33617,Santa Cruz do Arari,-0.6639,-49.1628,8155.0
33639,Colméia,-8.7289,-48.765,8141.0
33648,Vale do Paraíso,-10.4478,-62.1342,8138.0
33657,Campos Lindos,-7.9939,-46.8678,8139.0
33659,Quinchao,-42.5333,-73.4167,8088.0
33663,Nova Fátima,-23.4319,-50.5639,8136.0
33697,Gongogi,-14.3219,-39.465,8082.0
33728,Santa Rosa,-29.1358,-49.7,8054.0
33738,Yungay,-9.1389,-77.7444,8000.0
33775,Paverama,-29.5519,-51.7328,8044.0
33777,Alvorada do Norte,-14.4808,-46.4919,8084.0
33778,Nazária,-5.3608,-42.8083,8068.0
33780,Moraújo,-3.4669,-40.6808,8070.0
33787,Vista Alegre do Alto,-21.1708,-48.6289,8002.0
33790,Pedraza,10.1886,-74.9156,8066.0
33793,Califórnia,-23.65,-51.355,8069.0
33799,Águas da Prata,-21.9369,-46.7169,8025.0
33811,Piranguinho,-22.4008,-45.5319,8016.0
33817,Passa Tempo,-20.6508,-44.4958,8057.0
33822,Santana da Boa Vista,-30.8719,-53.115,8067.0
33854,Tapiraí,-23.9639,-47.5069,8047.0
33873,Alpestre,-27.2489,-53.035,8027.0
33876,Itanagra,-12.2628,-38.0419,8034.0
33878,Iepê,-22.6606,-51.0761,8036.0
33881,Macaubal,-20.8058,-49.9639,8033.0
33884,Cachoeira Dourada,-18.4919,-49.475,8031.0
33921,Lagoa Alegre,-4.5158,-42.625,8008.0
33946,Icém,-20.3333,-49.1833,7997.0
33951,Puerto Parra,6.6514,-74.0569,8011.0
33963,Jequitaí,-17.2358,-44.4458,8005.0
33968,Pedra Lavrada,-6.7569,-36.48,7982.0
33975,Helvecia,-31.1,-60.0833,7994.0
33984,Clementina,-21.5597,-50.4492,7992.0
33988,Cruzeta,-6.4119,-36.79,7967.0
33992,Vertentes do Lério,-7.7708,-35.85,7873.0
33994,Iaras,-22.8667,-49.1667,7970.0
34013,Manuel Urbano,-8.8389,-69.26,7981.0
34024,Nazareno,-21.2158,-44.6108,7954.0
34026,Buriti dos Montes,-5.3119,-41.0978,7974.0
34030,Brasileira,-4.1308,-41.7819,7966.0
34040,Jangada,-15.2358,-56.4889,7961.0
34042,Tuparetama,-7.6019,-37.3108,7925.0
34049,Muniz Ferreira,-13.0028,-39.11,7893.0
34067,San Luis de Palenque,5.4222,-71.7314,7951.0
34099,Iguatama,-20.1739,-45.7108,7923.0
34108,Guamiranga,-25.1908,-50.805,7900.0
34118,São João do Jaguaribe,-5.2708,-38.2739,7900.0
34135,Santa Barbara do Sul,-28.3578,-53.2469,7909.0
34150,Mata Verde,-15.6858,-40.7408,7874.0
34169,Nazário,-16.5819,-49.8819,7874.0
34181,Saltinho,-22.8469,-47.6769,7818.0
34184,San Julián,-49.307,-67.7298,7894.0
34203,Itobi,-21.7369,-46.975,7831.0
34217,Tombos,-20.905,-42.0228,7850.0
34223,São Miguel dos Milagres,-9.2658,-35.3728,7876.0
34224,Juarez Távora,-7.1719,-35.5828,7850.0
34234,Barão de Melgaço,-16.2789,-55.9578,7872.0
34236,Peixe-Boi,-1.1919,-47.3139,7854.0
34256,Madeira,-3.4828,-42.5039,7816.0
34275,Ibiaí,-16.8608,-44.9139,7839.0
34287,Paratebueno,4.3753,-73.2131,7835.0
34296,Itapirapuã,-15.8228,-50.6128,7835.0
34300,Cristalândia do Piauí,-10.6528,-45.185,7831.0
34305,Barra do Turvo,-24.7564,-48.5047,7828.0
34306,Tuparendi,-27.7558,-54.4819,7810.0
34330,Marcolândia,-7.4428,-40.6608,7812.0
34340,Tomazina,-23.7778,-49.95,7807.0
34346,Baldim,-19.2878,-43.9569,7803.0
34358,Apuarema,-13.8558,-39.7439,7762.0
34364,Villa General Belgrano,-31.9667,-64.5667,7795.0
34371,Santana,6.0572,-73.4811,7692.0
34375,Monte Alegre do Sul,-22.68,-46.68,7736.0
34378,Irapuã,-21.2794,-49.4089,7774.0
34395,Tasso Fragoso,-8.475,-45.7428,7796.0
34396,Armazém,-28.2619,-49.0178,7753.0
34397,Icaraíma,-23.3958,-53.6139,7786.0
34409,Brejo Grande,-10.4289,-36.4658,7742.0
34430,Serra Negra do Norte,-6.6658,-37.3969,7770.0
34444,Arneiroz,-6.3239,-40.1608,7771.0
